flight_id,altitude_ft,battery_drain_%,zone,timestamp
IND-FL-0472,310,72.3,Green,2026-02-12 15:29
IND-FL-0473,74,44.43,Green,2026-02-12 03:13
IND-FL-0474,117,38.97,Red,2026-02-15 08:14
IND-FL-0475,70,52.6,Red,2026-02-13 10:43
IND-FL-0476,183,48.95,Green,2026-02-14 05:08
IND-FL-0477,35,62.96,Red,2026-02-17 03:32
IND-FL-0478,339,37.91,Red,2026-02-16 06:25
IND-FL-0479,396,79.86,Red,2026-02-16 11:22
IND-FL-0480,115,49.24,Red,2026-02-13 08:23
IND-FL-0481,220,67.93,Red,2026-02-12 06:25
IND-FL-0482,153,48.48,Yellow,2026-02-13 00:45
IND-FL-0483,50,11.59,Green,2026-02-11 05:43
IND-FL-0484,397,71.29,Green,2026-02-13 22:31
IND-FL-0485,233,24.27,Green,2026-02-11 09:18
IND-FL-0486,437,33.85,Green,2026-02-14 14:40
IND-FL-0487,227,33.24,Yellow,2026-02-12 20:39
IND-FL-0488,157,26.26,Green,2026-02-15 06:29
IND-FL-0489,401,35.23,Yellow,2026-02-12 17:39
IND-FL-0490,176,56.56,Green,2026-02-15 17:27
IND-FL-0491,431,42.39,Green,2026-02-14 01:57
IND-FL-0492,337,60.73,Yellow,2026-02-16 09:08
IND-FL-0493,381,45.87,Red,2026-02-13 08:45
IND-FL-0494,409,59.41,Red,2026-02-13 15:35
IND-FL-0495,357,32.0,Red,2026-02-16 21:16
IND-FL-0496,200,11.71,Yellow,2026-02-12 10:12
IND-FL-0497,203,79.81,Yellow,2026-02-16 20:57
IND-FL-0498,8,44.21,Green,2026-02-17 04:45
IND-FL-0499,143,64.46,Green,2026-02-17 07:38
IND-FL-0500,353,20.94,Green,2026-02-11 03:01
IND-FL-0501,176,47.98,Green,2026-02-13 11:26
IND-FL-0502,404,73.39,Green,2026-02-17 00:37
IND-FL-0503,392,66.73,Yellow,2026-02-11 01:58
IND-FL-0504,114,62.17,Red,2026-02-13 12:13
IND-FL-0505,181,15.51,Green,2026-02-11 11:32
IND-FL-0506,230,12.6,Yellow,2026-02-14 20:20
IND-FL-0507,304,42.52,Red,2026-02-14 04:01
IND-FL-0508,266,60.07,Green,2026-02-14 18:51
IND-FL-0509,418,56.63,Green,2026-02-11 00:45
IND-FL-0510,416,76.21,Green,2026-02-11 03:01
IND-FL-0511,60,17.38,Red,2026-02-11 15:57
IND-FL-0512,369,44.91,Red,2026-02-11 13:39
IND-FL-0513,5,28.07,Green,2026-02-12 15:18
IND-FL-0514,314,58.35,Green,2026-02-13 03:25
IND-FL-0515,61,20.02,Green,2026-02-16 17:18
IND-FL-0516,72,26.2,Green,2026-02-14 08:51
IND-FL-0517,316,55.65,Green,2026-02-10 22:14
IND-FL-0518,163,26.72,Green,2026-02-14 06:48
IND-FL-0519,137,51.28,Green,2026-02-12 17:50
IND-FL-0520,347,59.56,Green,2026-02-13 20:16
IND-FL-0521,362,19.41,Green,2026-02-13 19:27
IND-FL-0522,34,41.81,Red,2026-02-13 23:17
IND-FL-0523,338,13.39,Yellow,2026-02-16 01:33
IND-FL-0524,380,29.92,Yellow,2026-02-15 19:55
IND-FL-0525,131,18.77,Green,2026-02-16 14:42
IND-FL-0526,175,78.12,Red,2026-02-13 11:16
IND-FL-0527,275,37.02,Yellow,2026-02-17 05:24
IND-FL-0528,248,26.08,Yellow,2026-02-11 01:22
IND-FL-0529,397,38.62,Yellow,2026-02-17 08:37
IND-FL-0530,64,23.64,Green,2026-02-12 17:43
IND-FL-0531,175,74.9,Yellow,2026-02-15 18:56
IND-FL-0532,249,20.3,Red,2026-02-14 20:18
IND-FL-0533,290,61.81,Green,2026-02-11 15:55
IND-FL-0534,260,13.77,Green,2026-02-10 22:05
IND-FL-0535,141,60.72,Green,2026-02-15 08:39
IND-FL-0536,354,16.13,Yellow,2026-02-14 13:16
IND-FL-0537,52,79.56,Yellow,2026-02-14 12:40
IND-FL-0538,310,45.42,Yellow,2026-02-11 13:26
IND-FL-0539,123,47.99,Yellow,2026-02-16 14:56
IND-FL-0540,106,25.84,Green,2026-02-15 22:12
IND-FL-0541,342,43.02,Green,2026-02-17 06:21
IND-FL-0542,153,53.69,Yellow,2026-02-12 21:56
IND-FL-0543,376,43.07,Red,2026-02-14 00:04
IND-FL-0544,333,22.72,Red,2026-02-12 21:39
IND-FL-0545,136,43.14,Green,2026-02-13 22:49
IND-FL-0546,233,76.82,Green,2026-02-13 10:44
IND-FL-0547,289,48.36,Yellow,2026-02-13 05:28
IND-FL-0548,150,52.1,Yellow,2026-02-14 04:48
IND-FL-0549,368,38.41,Green,2026-02-11 05:08
IND-FL-0550,318,64.44,Yellow,2026-02-17 16:35
IND-FL-0551,275,46.79,Green,2026-02-15 03:18
IND-FL-0552,109,68.37,Green,2026-02-11 09:56
IND-FL-0553,214,17.78,Red,2026-02-11 11:01
IND-FL-0554,126,39.47,Yellow,2026-02-11 02:47
IND-FL-0555,278,26.18,Green,2026-02-11 23:04
IND-FL-0556,109,46.09,Green,2026-02-16 05:14
IND-FL-0557,371,29.46,Yellow,2026-02-17 05:16
IND-FL-0558,214,75.68,Green,2026-02-15 13:43
IND-FL-0559,184,48.87,Yellow,2026-02-16 05:36
IND-FL-0560,281,11.29,Green,2026-02-14 05:20
IND-FL-0561,64,23.67,Red,2026-02-16 21:08
IND-FL-0562,424,79.19,Green,2026-02-14 05:57
IND-FL-0563,6,32.79,Red,2026-02-16 00:26
IND-FL-0564,391,66.61,Yellow,2026-02-15 10:28
IND-FL-0565,62,68.45,Green,2026-02-12 05:21
IND-FL-0566,440,79.58,Yellow,2026-02-15 23:59
IND-FL-0567,401,37.23,Green,2026-02-11 13:55
IND-FL-0568,33,68.39,Green,2026-02-11 12:47
IND-FL-0569,126,11.66,Green,2026-02-16 16:35
IND-FL-0570,50,11.97,Green,2026-02-16 07:37
IND-FL-0571,260,23.7,Red,2026-02-16 08:18
IND-FL-0572,118,36.15,Red,2026-02-11 16:12
IND-FL-0573,278,16.15,Yellow,2026-02-11 18:10
IND-FL-0574,230,65.04,Green,2026-02-17 07:59
IND-FL-0575,383,79.19,Yellow,2026-02-15 06:40
IND-FL-0576,65,55.51,Green,2026-02-13 07:26
IND-FL-0577,403,10.75,Green,2026-02-13 22:29
IND-FL-0578,287,77.31,Green,2026-02-14 16:21
IND-FL-0579,294,35.43,Green,2026-02-16 04:19
IND-FL-0580,71,33.37,Red,2026-02-13 17:53
IND-FL-0581,318,37.7,Green,2026-02-13 10:05
IND-FL-0582,259,50.34,Yellow,2026-02-17 16:34
IND-FL-0583,410,36.62,Green,2026-02-11 03:58
IND-FL-0584,165,40.11,Yellow,2026-02-11 07:17
IND-FL-0585,82,10.68,Green,2026-02-14 18:07
IND-FL-0586,90,12.79,Yellow,2026-02-11 21:52
IND-FL-0587,421,72.08,Green,2026-02-15 15:49
IND-FL-0588,134,77.57,Green,2026-02-13 19:23
IND-FL-0589,319,13.83,Red,2026-02-11 20:58
IND-FL-0590,155,78.75,Yellow,2026-02-15 09:51
IND-FL-0591,363,61.35,Yellow,2026-02-11 08:04
IND-FL-0592,214,36.72,Red,2026-02-11 18:04
IND-FL-0593,29,59.53,Red,2026-02-13 02:51
IND-FL-0594,225,68.59,Red,2026-02-14 12:27
IND-FL-0595,133,20.55,Green,2026-02-16 09:46
IND-FL-0596,309,68.29,Red,2026-02-10 23:06
IND-FL-0597,250,69.49,Green,2026-02-14 01:00
IND-FL-0598,189,78.82,Red,2026-02-13 03:33
IND-FL-0599,419,73.29,Green,2026-02-12 15:37
IND-FL-0600,273,69.12,Red,2026-02-14 14:15
IND-FL-0601,65,66.92,Green,2026-02-14 11:17
IND-FL-0602,162,50.21,Green,2026-02-14 17:35
IND-FL-0603,86,73.22,Green,2026-02-13 01:03
IND-FL-0604,190,39.99,Yellow,2026-02-12 12:42
IND-FL-0605,210,63.59,Yellow,2026-02-14 07:59
IND-FL-0606,405,62.81,Red,2026-02-16 13:21
IND-FL-0607,66,10.01,Yellow,2026-02-11 17:22
IND-FL-0608,235,35.37,Yellow,2026-02-13 04:16
IND-FL-0609,55,43.48,Green,2026-02-16 20:13
IND-FL-0610,288,59.05,Red,2026-02-13 06:35
IND-FL-0611,246,22.31,Yellow,2026-02-10 21:57
IND-FL-0612,193,75.32,Yellow,2026-02-15 06:24
IND-FL-0613,197,51.0,Red,2026-02-12 15:39
IND-FL-0614,346,54.09,Green,2026-02-12 14:56
IND-FL-0615,62,75.29,Yellow,2026-02-17 17:43
IND-FL-0616,239,66.01,Green,2026-02-16 17:33
IND-FL-0617,413,49.38,Green,2026-02-15 03:14
IND-FL-0618,399,64.86,Green,2026-02-15 06:23
IND-FL-0619,302,52.4,Green,2026-02-10 21:23
IND-FL-0620,183,77.47,Yellow,2026-02-17 15:45
IND-FL-0621,374,75.97,Green,2026-02-17 13:00
IND-FL-0622,33,75.77,Red,2026-02-17 15:29
IND-FL-0623,442,69.44,Green,2026-02-14 23:10
IND-FL-0624,39,27.0,Red,2026-02-12 17:54
IND-FL-0625,127,54.53,Yellow,2026-02-10 22:46
IND-FL-0626,427,13.53,Green,2026-02-16 16:55
IND-FL-0627,205,20.31,Green,2026-02-15 03:09
IND-FL-0628,172,49.46,Green,2026-02-16 07:18
IND-FL-0629,99,67.94,Red,2026-02-11 19:59
IND-FL-0630,52,27.81,Green,2026-02-12 07:32
IND-FL-0631,438,17.14,Yellow,2026-02-11 14:05
IND-FL-0632,54,21.7,Yellow,2026-02-11 04:51
IND-FL-0633,178,33.57,Green,2026-02-12 09:42
IND-FL-0634,410,37.08,Yellow,2026-02-11 09:19
IND-FL-0635,181,25.43,Red,2026-02-12 17:10
IND-FL-0636,347,40.86,Red,2026-02-16 09:35
IND-FL-0637,377,31.17,Green,2026-02-11 09:03
IND-FL-0638,216,23.49,Red,2026-02-15 05:11
IND-FL-0639,224,64.97,Green,2026-02-14 02:31
IND-FL-0640,81,55.86,Red,2026-02-15 10:37
IND-FL-0641,390,55.32,Green,2026-02-16 15:14
IND-FL-0642,418,17.73,Red,2026-02-14 09:25
IND-FL-0643,249,23.47,Green,2026-02-11 19:11
IND-FL-0644,55,38.51,Green,2026-02-14 04:40
IND-FL-0645,217,60.58,Green,2026-02-15 14:12
IND-FL-0646,83,50.99,Green,2026-02-12 17:54
IND-FL-0647,379,23.87,Red,2026-02-11 14:46
IND-FL-0648,113,73.56,Green,2026-02-14 16:17
IND-FL-0649,97,21.08,Green,2026-02-10 23:47
IND-FL-0650,314,60.96,Yellow,2026-02-16 10:06
IND-FL-0651,171,37.72,Red,2026-02-14 11:18
IND-FL-0652,340,64.66,Green,2026-02-17 07:03
IND-FL-0653,347,38.18,Yellow,2026-02-16 11:00
IND-FL-0654,37,24.9,Yellow,2026-02-13 01:18
IND-FL-0655,125,24.82,Green,2026-02-15 05:13
IND-FL-0656,337,72.59,Yellow,2026-02-11 17:35
IND-FL-0657,78,72.79,Green,2026-02-14 23:18
IND-FL-0658,146,50.78,Yellow,2026-02-15 08:31
IND-FL-0659,50,12.12,Green,2026-02-15 21:48
IND-FL-0660,71,24.66,Green,2026-02-16 16:32
IND-FL-0661,315,46.3,Yellow,2026-02-12 00:46
IND-FL-0662,239,50.21,Yellow,2026-02-12 10:57
IND-FL-0663,23,55.96,Green,2026-02-16 15:33
IND-FL-0664,352,68.6,Red,2026-02-11 05:54
IND-FL-0665,187,33.45,Green,2026-02-10 22:03
IND-FL-0666,148,58.09,Yellow,2026-02-14 07:03
IND-FL-0667,183,15.16,Red,2026-02-11 06:53
IND-FL-0668,207,50.39,Yellow,2026-02-14 11:34
IND-FL-0669,199,34.16,Red,2026-02-17 15:00
IND-FL-0670,57,69.43,Green,2026-02-16 18:07
IND-FL-0671,196,55.44,Yellow,2026-02-17 06:32
IND-FL-0672,348,53.97,Yellow,2026-02-12 21:37
IND-FL-0673,254,16.25,Green,2026-02-17 08:46
IND-FL-0674,111,20.71,Green,2026-02-12 20:36
IND-FL-0675,96,26.59,Yellow,2026-02-15 02:44
IND-FL-0676,56,40.86,Red,2026-02-12 20:20
IND-FL-0677,261,48.33,Green,2026-02-14 07:46
IND-FL-0678,417,42.07,Green,2026-02-15 01:00
IND-FL-0679,261,15.12,Green,2026-02-11 14:19
IND-FL-0680,313,68.47,Red,2026-02-13 13:47
IND-FL-0681,207,28.13,Green,2026-02-16 10:46
IND-FL-0682,382,33.17,Yellow,2026-02-17 02:39
IND-FL-0683,381,66.71,Yellow,2026-02-15 17:31
IND-FL-0684,268,16.97,Green,2026-02-15 00:29
IND-FL-0685,184,16.24,Red,2026-02-12 05:34
IND-FL-0686,392,56.49,Green,2026-02-14 17:02
IND-FL-0687,368,59.94,Green,2026-02-17 10:12
IND-FL-0688,253,31.11,Green,2026-02-14 07:47
IND-FL-0689,415,35.1,Green,2026-02-12 08:53
IND-FL-0690,47,75.66,Green,2026-02-16 07:57
IND-FL-0691,325,11.13,Green,2026-02-12 11:19
IND-FL-0692,72,32.59,Red,2026-02-17 10:10
IND-FL-0693,303,47.38,Green,2026-02-12 03:27
IND-FL-0694,324,54.34,Green,2026-02-13 11:39
IND-FL-0695,410,24.21,Green,2026-02-17 03:39
IND-FL-0696,391,49.11,Green,2026-02-17 11:16
IND-FL-0697,48,45.02,Green,2026-02-14 10:17
IND-FL-0698,221,23.16,Green,2026-02-14 21:44
IND-FL-0699,182,77.17,Green,2026-02-14 06:52
IND-FL-0700,90,25.9,Green,2026-02-16 05:03
IND-FL-0701,156,77.8,Red,2026-02-12 15:03
IND-FL-0702,302,40.78,Green,2026-02-14 14:58
IND-FL-0703,154,32.92,Red,2026-02-10 23:09
IND-FL-0704,171,79.08,Yellow,2026-02-11 00:17
IND-FL-0705,22,54.49,Green,2026-02-17 07:46
IND-FL-0706,405,61.06,Yellow,2026-02-16 03:52
IND-FL-0707,216,77.63,Yellow,2026-02-15 14:15
IND-FL-0708,101,12.99,Green,2026-02-17 06:10
IND-FL-0709,444,48.63,Green,2026-02-12 05:08
IND-FL-0710,375,16.48,Red,2026-02-17 16:28
IND-FL-0711,174,68.38,Green,2026-02-11 08:25
IND-FL-0712,59,16.52,Green,2026-02-11 17:12
IND-FL-0713,218,31.08,Red,2026-02-12 13:38
IND-FL-0714,354,74.27,Green,2026-02-13 10:24
IND-FL-0715,145,65.62,Green,2026-02-13 03:41
IND-FL-0716,172,19.16,Green,2026-02-16 01:50
IND-FL-0717,248,36.49,Green,2026-02-11 05:25
IND-FL-0718,64,23.48,Green,2026-02-16 12:56
IND-FL-0719,96,19.94,Green,2026-02-17 13:05
IND-FL-0720,5,24.91,Green,2026-02-15 06:39
IND-FL-0721,365,22.51,Yellow,2026-02-13 19:57
IND-FL-0722,61,42.93,Yellow,2026-02-12 03:59
IND-FL-0723,109,10.79,Red,2026-02-15 23:16
IND-FL-0724,434,23.2,Green,2026-02-11 18:21
IND-FL-0725,399,67.1,Yellow,2026-02-11 09:01
IND-FL-0726,248,26.74,Yellow,2026-02-12 18:45
IND-FL-0727,131,75.81,Red,2026-02-11 07:41
IND-FL-0728,88,43.9,Green,2026-02-14 08:50
IND-FL-0729,159,30.85,Red,2026-02-12 02:53
IND-FL-0730,73,31.76,Green,2026-02-16 10:01
IND-FL-0731,296,47.28,Red,2026-02-13 17:58
IND-FL-0732,272,40.17,Green,2026-02-11 02:22
IND-FL-0733,304,36.27,Yellow,2026-02-16 05:15
IND-FL-0734,321,75.26,Green,2026-02-12 20:46
IND-FL-0735,193,31.36,Yellow,2026-02-17 13:26
IND-FL-0736,124,16.47,Red,2026-02-11 20:55
IND-FL-0737,220,21.98,Green,2026-02-13 01:08
IND-FL-0738,347,55.69,Yellow,2026-02-12 01:26
IND-FL-0739,285,16.66,Green,2026-02-16 16:28
IND-FL-0740,382,74.9,Yellow,2026-02-11 16:12
IND-FL-0741,180,78.79,Red,2026-02-16 11:07
IND-FL-0742,60,13.5,Green,2026-02-16 09:20
IND-FL-0743,279,35.92,Green,2026-02-17 14:22
IND-FL-0744,371,47.32,Green,2026-02-12 23:40
IND-FL-0745,287,68.05,Green,2026-02-17 14:14
IND-FL-0746,233,74.65,Yellow,2026-02-11 21:19
IND-FL-0747,292,28.96,Green,2026-02-17 09:48
IND-FL-0748,239,56.34,Green,2026-02-14 15:18
IND-FL-0749,45,65.14,Green,2026-02-15 19:01
IND-FL-0750,381,66.33,Green,2026-02-14 20:37
IND-FL-0751,12,55.66,Yellow,2026-02-16 19:46
IND-FL-0752,105,36.34,Yellow,2026-02-17 10:46
IND-FL-0753,38,14.56,Green,2026-02-11 22:10
IND-FL-0754,284,36.63,Green,2026-02-14 11:22
IND-FL-0755,443,35.42,Yellow,2026-02-16 22:40
IND-FL-0756,439,62.52,Red,2026-02-15 20:46
IND-FL-0757,42,65.96,Green,2026-02-13 11:35
IND-FL-0758,296,72.29,Green,2026-02-16 17:43
IND-FL-0759,235,29.13,Red,2026-02-16 00:37
IND-FL-0760,402,56.71,Green,2026-02-12 05:40
IND-FL-0761,267,31.31,Green,2026-02-15 22:56
IND-FL-0762,108,62.08,Red,2026-02-10 23:00
IND-FL-0763,100,55.93,Yellow,2026-02-13 04:43
IND-FL-0764,351,79.16,Red,2026-02-16 04:06
IND-FL-0765,25,18.8,Yellow,2026-02-17 13:43
IND-FL-0766,175,72.33,Red,2026-02-15 09:21
IND-FL-0767,222,29.56,Green,2026-02-14 20:53
IND-FL-0768,418,60.06,Yellow,2026-02-14 12:15
IND-FL-0769,290,42.42,Red,2026-02-17 17:49
IND-FL-0770,342,59.83,Yellow,2026-02-11 03:42
IND-FL-0771,259,39.18,Red,2026-02-14 18:49
IND-FL-0772,367,69.39,Yellow,2026-02-14 00:18
IND-FL-0773,58,38.93,Yellow,2026-02-15 01:08
IND-FL-0774,310,73.18,Green,2026-02-14 00:44
IND-FL-0775,141,77.19,Red,2026-02-12 09:17
IND-FL-0776,333,14.55,Green,2026-02-16 20:44
IND-FL-0777,119,50.53,Green,2026-02-11 19:17
IND-FL-0778,127,61.91,Green,2026-02-15 06:49
IND-FL-0779,313,25.11,Yellow,2026-02-16 08:09
IND-FL-0780,180,69.0,Yellow,2026-02-14 00:04
IND-FL-0781,152,48.13,Yellow,2026-02-15 14:26
IND-FL-0782,74,10.35,Yellow,2026-02-12 17:25
IND-FL-0783,286,17.61,Green,2026-02-13 07:16
IND-FL-0784,393,39.14,Red,2026-02-15 13:59
IND-FL-0785,69,55.18,Green,2026-02-15 05:20
IND-FL-0786,9,28.57,Green,2026-02-15 00:50
IND-FL-0787,430,63.65,Red,2026-02-11 08:58
IND-FL-0788,123,54.92,Red,2026-02-11 05:49
IND-FL-0789,226,59.56,Green,2026-02-14 02:45
IND-FL-0790,306,67.05,Yellow,2026-02-14 06:11
IND-FL-0791,225,16.52,Red,2026-02-13 17:11
IND-FL-0792,144,64.57,Red,2026-02-15 19:08
IND-FL-0793,174,61.41,Green,2026-02-17 04:07
IND-FL-0794,71,28.42,Green,2026-02-16 14:53
IND-FL-0795,314,51.04,Red,2026-02-14 10:11
IND-FL-0796,363,79.13,Yellow,2026-02-11 08:07
IND-FL-0797,63,45.09,Green,2026-02-17 12:41
IND-FL-0798,378,40.57,Yellow,2026-02-15 21:04
IND-FL-0799,52,34.72,Red,2026-02-16 10:47
IND-FL-0800,390,32.38,Yellow,2026-02-15 14:53
IND-FL-0801,197,76.92,Green,2026-02-11 10:00
IND-FL-0802,309,13.82,Green,2026-02-14 21:51
IND-FL-0803,50,20.01,Yellow,2026-02-11 04:52
IND-FL-0804,120,78.61,Red,2026-02-15 04:05
IND-FL-0805,94,31.74,Red,2026-02-11 15:54
IND-FL-0806,282,40.37,Yellow,2026-02-14 21:12
IND-FL-0807,163,37.34,Green,2026-02-11 02:50
IND-FL-0808,195,29.35,Green,2026-02-13 11:49
IND-FL-0809,102,55.17,Yellow,2026-02-13 15:49
IND-FL-0810,115,31.53,Yellow,2026-02-11 13:48
IND-FL-0811,232,75.54,Red,2026-02-17 14:48
IND-FL-0812,233,41.67,Red,2026-02-17 00:38
IND-FL-0813,96,42.96,Red,2026-02-13 01:29
IND-FL-0814,365,66.78,Yellow,2026-02-14 13:53
IND-FL-0815,405,47.88,Green,2026-02-13 23:47
IND-FL-0816,352,73.0,Yellow,2026-02-12 02:35
IND-FL-0817,242,69.76,Green,2026-02-17 08:47
IND-FL-0818,111,28.58,Yellow,2026-02-11 16:23
IND-FL-0819,20,60.71,Yellow,2026-02-14 07:24
IND-FL-0820,379,43.14,Red,2026-02-16 03:10
IND-FL-0821,120,12.65,Yellow,2026-02-14 12:16
IND-FL-0822,173,43.73,Yellow,2026-02-16 07:54
IND-FL-0823,20,40.6,Yellow,2026-02-14 20:00
IND-FL-0824,281,70.9,Green,2026-02-12 00:24
IND-FL-0825,325,20.73,Green,2026-02-10 20:47
IND-FL-0826,169,52.51,Yellow,2026-02-17 17:41
IND-FL-0827,69,33.75,Yellow,2026-02-16 09:41
IND-FL-0828,389,40.97,Yellow,2026-02-15 18:24
IND-FL-0829,102,35.81,Green,2026-02-13 23:18
IND-FL-0830,76,74.44,Green,2026-02-13 12:50
IND-FL-0831,402,74.0,Green,2026-02-14 19:39
IND-FL-0832,432,59.63,Yellow,2026-02-16 22:23
IND-FL-0833,240,58.16,Green,2026-02-15 11:59
IND-FL-0834,8,74.74,Red,2026-02-13 07:51
IND-FL-0835,115,58.21,Green,2026-02-10 22:36
IND-FL-0836,116,71.72,Green,2026-02-17 04:32
IND-FL-0837,361,69.35,Green,2026-02-14 09:45
IND-FL-0838,15,68.36,Green,2026-02-11 12:34
IND-FL-0839,136,52.75,Red,2026-02-16 16:32
IND-FL-0840,128,54.35,Yellow,2026-02-15 18:43
IND-FL-0841,141,48.18,Green,2026-02-16 07:44
IND-FL-0842,115,69.97,Yellow,2026-02-13 21:55
IND-FL-0843,318,71.53,Green,2026-02-14 09:51
IND-FL-0844,421,32.81,Green,2026-02-17 17:14
IND-FL-0845,260,10.48,Red,2026-02-13 20:08
IND-FL-0846,439,19.2,Yellow,2026-02-11 18:10
IND-FL-0847,88,25.94,Green,2026-02-12 07:10
IND-FL-0848,71,56.3,Green,2026-02-13 09:03
IND-FL-0849,60,49.01,Green,2026-02-12 09:15
IND-FL-0850,209,57.88,Red,2026-02-17 05:29
IND-FL-0851,366,10.73,Yellow,2026-02-14 12:33
IND-FL-0852,126,52.28,Yellow,2026-02-16 17:45
IND-FL-0853,316,61.94,Green,2026-02-10 23:17
IND-FL-0854,136,41.09,Red,2026-02-11 04:16
IND-FL-0855,374,60.94,Green,2026-02-13 07:25
IND-FL-0856,229,44.73,Green,2026-02-12 11:23
IND-FL-0857,230,74.26,Green,2026-02-11 01:00
IND-FL-0858,116,69.25,Yellow,2026-02-11 15:36
IND-FL-0859,246,15.29,Red,2026-02-16 08:56
IND-FL-0860,343,39.44,Red,2026-02-12 21:13
IND-FL-0861,170,21.77,Green,2026-02-12 23:47
IND-FL-0862,331,50.72,Green,2026-02-11 15:47
IND-FL-0863,278,10.42,Green,2026-02-12 04:02
IND-FL-0864,122,65.61,Red,2026-02-11 13:49
IND-FL-0865,53,50.26,Green,2026-02-15 15:41
IND-FL-0866,164,79.56,Green,2026-02-16 18:19
IND-FL-0867,147,41.78,Yellow,2026-02-16 10:04
IND-FL-0868,276,29.26,Green,2026-02-17 17:17
IND-FL-0869,336,67.11,Yellow,2026-02-16 19:43
IND-FL-0870,285,70.31,Green,2026-02-15 08:08
IND-FL-0871,153,10.38,Green,2026-02-13 23:42
IND-FL-0872,344,59.86,Green,2026-02-15 11:11
IND-FL-0873,171,72.8,Yellow,2026-02-17 07:29
IND-FL-0874,245,38.5,Yellow,2026-02-16 15:25
IND-FL-0875,380,56.7,Green,2026-02-15 21:31
IND-FL-0876,279,54.41,Red,2026-02-15 14:30
IND-FL-0877,263,78.02,Green,2026-02-15 11:03
IND-FL-0878,81,60.36,Green,2026-02-15 04:50
IND-FL-0879,163,78.98,Green,2026-02-13 07:45
IND-FL-0880,291,56.68,Yellow,2026-02-10 21:32
IND-FL-0881,355,17.05,Yellow,2026-02-15 06:59
IND-FL-0882,215,43.23,Green,2026-02-13 23:18
IND-FL-0883,295,64.46,Green,2026-02-17 07:29
IND-FL-0884,379,24.2,Green,2026-02-12 18:53
IND-FL-0885,229,19.81,Red,2026-02-15 19:47
IND-FL-0886,111,12.25,Green,2026-02-15 17:41
IND-FL-0887,253,75.23,Yellow,2026-02-15 11:49
IND-FL-0888,240,56.32,Green,2026-02-14 13:23
IND-FL-0889,354,45.33,Green,2026-02-10 21:10
IND-FL-0890,348,68.05,Red,2026-02-16 09:36
IND-FL-0891,144,53.25,Red,2026-02-14 16:01
IND-FL-0892,315,67.94,Red,2026-02-14 03:03
IND-FL-0893,22,75.34,Red,2026-02-12 23:29
IND-FL-0894,300,22.62,Red,2026-02-10 21:18
IND-FL-0895,269,60.92,Yellow,2026-02-13 05:51
IND-FL-0896,78,34.9,Green,2026-02-15 13:14
IND-FL-0897,227,48.1,Green,2026-02-13 20:11
IND-FL-0898,208,72.35,Green,2026-02-13 15:13
IND-FL-0899,155,77.37,Green,2026-02-17 07:52
IND-FL-0900,278,29.68,Yellow,2026-02-16 19:03
IND-FL-0901,92,63.53,Green,2026-02-17 07:23
IND-FL-0902,26,28.19,Green,2026-02-15 09:58
IND-FL-0903,109,32.89,Green,2026-02-11 15:36
IND-FL-0904,302,27.46,Green,2026-02-11 19:29
IND-FL-0905,235,26.82,Green,2026-02-17 11:02
IND-FL-0906,72,48.31,Red,2026-02-11 01:18
IND-FL-0907,392,17.05,Yellow,2026-02-11 12:14
IND-FL-0908,326,74.96,Green,2026-02-16 00:56
IND-FL-0909,266,63.92,Green,2026-02-14 15:14
IND-FL-0910,150,36.79,Red,2026-02-14 10:02
IND-FL-0911,354,18.82,Yellow,2026-02-17 10:37
IND-FL-0912,131,73.12,Green,2026-02-14 00:07
IND-FL-0913,25,66.94,Yellow,2026-02-13 15:20
IND-FL-0914,411,29.43,Green,2026-02-17 17:14
IND-FL-0915,279,69.74,Green,2026-02-14 19:23
IND-FL-0916,417,78.16,Green,2026-02-17 11:23
IND-FL-0917,239,33.85,Red,2026-02-17 08:02
IND-FL-0918,99,42.39,Yellow,2026-02-13 04:26
IND-FL-0919,283,45.49,Yellow,2026-02-16 01:42
IND-FL-0920,78,25.93,Green,2026-02-10 23:05
IND-FL-0921,132,71.79,Yellow,2026-02-15 17:34
IND-FL-0922,236,55.01,Yellow,2026-02-14 03:07
IND-FL-0923,110,67.32,Red,2026-02-12 05:17
IND-FL-0924,346,39.39,Red,2026-02-17 03:33
IND-FL-0925,9,33.73,Yellow,2026-02-11 19:06
IND-FL-0926,137,16.19,Red,2026-02-14 05:25
IND-FL-0927,192,51.85,Green,2026-02-14 05:08
IND-FL-0928,439,18.63,Green,2026-02-17 02:22
IND-FL-0929,406,79.12,Green,2026-02-14 23:31
IND-FL-0930,219,74.73,Red,2026-02-11 17:51
IND-FL-0931,350,74.64,Red,2026-02-14 17:58
IND-FL-0932,365,26.42,Yellow,2026-02-11 02:33
IND-FL-0933,174,57.59,Green,2026-02-13 09:11
IND-FL-0934,139,65.89,Green,2026-02-17 02:29
IND-FL-0935,195,71.22,Green,2026-02-15 10:29
IND-FL-0936,346,69.75,Green,2026-02-15 20:31
IND-FL-0937,297,10.73,Green,2026-02-16 07:53
IND-FL-0938,260,59.28,Red,2026-02-15 08:39
IND-FL-0939,133,53.04,Green,2026-02-11 19:50
IND-FL-0940,315,53.76,Red,2026-02-16 11:25
IND-FL-0941,369,28.28,Yellow,2026-02-15 11:08
IND-FL-0942,15,42.77,Yellow,2026-02-14 16:58
IND-FL-0943,406,49.37,Green,2026-02-14 09:52
